measure,metric,user_id,value
unexpectedness,base,40917761,0.2925649119227683
unexpectedness,base,48945200,0.24050457719094234
unexpectedness,base,9056913,0.2792124977890012
unexpectedness,base,48917348,0.1921886472618169
unexpectedness,base,9193431,0.24185456334967567
unexpectedness,base,9079806,0.1987323480425647
unexpectedness,base,19008038,0.23630465947146154
unexpectedness,base,48084137,0.31602605441273596
unexpectedness,base,30088517,0.23268891846286194
unexpectedness,base,13588454,0.3010150938451668
unexpectedness,base,49728631,0.27948505315276884
unexpectedness,base,48099738,0.23615544050104958
unexpectedness,base,48901521,0.3449844812617416
unexpectedness,base,35397990,0.257502301949569
unexpectedness,base,40168135,0.22246791378859435
unexpectedness,base,7804779,0.2457289397257989
unexpectedness,base,20709573,0.19175459608406184
unexpectedness,base,12994142,0.27023110859203525
unexpectedness,base,47657332,0.20510463771073226
unexpectedness,base,23635890,0.25506388740505637
unexpectedness,base,5708654,0.1702245752364955
unexpectedness,base,30407668,0.2413737686720376
unexpectedness,base,5797813,0.231512773197297
unexpectedness,base,49708998,0.25916447381903246
unexpectedness,base,35590045,0.2492475432086628
unexpectedness,base,4598216,0.2582127015105524
unexpectedness,base,3942540,0.19819814331992683
unexpectedness,base,25612895,0.2547734883454025
unexpectedness,base,28701515,0.2171831504125073
unexpectedness,base,2483204,0.25462699450717596
unexpectedness,base,47230821,0.157871041937818
unexpectedness,base,48780760,0.21368756618554077
unexpectedness,base,14600246,0.17428321155807608
unexpectedness,base,26308132,0.19980009518760508
unexpectedness,base,35803453,0.35080934291629284
unexpectedness,base,3746198,0.224029665335637
unexpectedness,base,45952411,0.2866709796072299
unexpectedness,base,5076545,0.20622520871635933
unexpectedness,base,47143414,0.2749939512266751
unexpectedness,base,49038302,0.22230799617280067
unexpectedness,base,5611669,0.2627901859726246
unexpectedness,base,47956801,0.22664136139897323
unexpectedness,base,47373364,0.2787629177003282
unexpectedness,base,38796629,0.17116909710258893
unexpectedness,base,46821931,0.18884528175687618
unexpectedness,base,47401535,0.1534849397250026
unexpectedness,base,37772658,0.28786599587027123
unexpectedness,base,3285113,0.13912815788567345
unexpectedness,base,37708179,0.2238628035370915
unexpectedness,base,33588596,0.20160573888574362
unexpectedness,base,47916623,0.14969960329724863
unexpectedness,base,2848903,0.2116385613006118
unexpectedness,base,47523746,0.17781760846457528
unexpectedness,base,20439376,0.22622690175547325
unexpectedness,base,7403188,0.25361804040969876
unexpectedness,base,19828356,0.23008064796920555
unexpectedness,base,48180357,0.24179689364940926
unexpectedness,base,5544897,0.2263482151931028
unexpectedness,base,48676684,0.22995727208867364
unexpectedness,base,49675155,0.24534747572755647
unexpectedness,base,42634123,0.2482604882836766
unexpectedness,base,5289147,0.2460750288597093
unexpectedness,base,47753382,0.2240978576789412
unexpectedness,base,46442077,0.1503353603603395
unexpectedness,base,8367541,0.19456525710481387
unexpectedness,base,13424637,0.2580611274077327
unexpectedness,base,32259021,0.24411745214236658
unexpectedness,base,38905248,0.2560668962368705
unexpectedness,base,39989510,0.22016429360125803
unexpectedness,base,48927587,0.22731501782292177
unexpectedness,base,11759015,0.24431826394995293
unexpectedness,base,20337050,0.22658107156841753
unexpectedness,base,2103133,0.27018206244536624
unexpectedness,base,39145174,0.2526542823348904
unexpectedness,base,20475690,0.2462369443647734
unexpectedness,base,40630116,0.255719332899091
unexpectedness,base,34046471,0.2840078901248685
unexpectedness,base,10227631,0.23236483321921944
unexpectedness,base,2790162,0.20780313364739153
unexpectedness,base,41273190,0.19374992061729446
unexpectedness,base,27749309,0.22165864985113748
unexpectedness,base,18400806,0.2939874421341916
unexpectedness,base,31290598,0.20563796105930024
unexpectedness,base,49278353,0.2491182328708594
unexpectedness,base,34166434,0.2425424801375368
unexpectedness,base,22683431,0.28224256522410135
unexpectedness,base,49193821,0.2735472649826327
unexpectedness,base,6678765,0.207532562936696
unexpectedness,base,18546276,0.2630699302914229
unexpectedness,base,49617132,0.22041109873385709
unexpectedness,base,14264640,0.2672439701868235
unexpectedness,base,46924835,0.2626598717725672
unexpectedness,base,49961949,0.278105471405901
unexpectedness,base,45526422,0.24288967955015273
unexpectedness,base,39509009,0.22769214678070784
unexpectedness,base,7294800,0.19325754978728157
unexpectedness,base,20943039,0.22469795100197607
unexpectedness,base,4702582,0.29002857076610666
unexpectedness,base,48957374,0.192939031026773
unexpectedness,base,14723220,0.21731473622643427
unexpectedness,base,49886467,0.24311579086030516
unexpectedness,base,8033115,0.2651842016429254
unexpectedness,base,19192269,0.26613399198703286
unexpectedness,base,38431806,0.27659010059104
unexpectedness,base,13919785,0.24854218815149257
unexpectedness,base,10332096,0.2059635725789098
unexpectedness,base,16994617,0.19206024624623308
unexpectedness,base,48726471,0.2566152487289738
unexpectedness,base,49277146,0.30630409636709527
unexpectedness,base,49259250,0.15093266988447218
unexpectedness,base,2570626,0.22823194215091533
unexpectedness,base,37730019,0.24851155853546497
unexpectedness,base,48523686,0.26539268866953
unexpectedness,base,49615931,0.23784984181130117
unexpectedness,base,30384214,0.22004509248038467
unexpectedness,base,34201238,0.2514488538889724
unexpectedness,base,36352824,0.2190762355569902
unexpectedness,base,39165887,0.17804404383341813
unexpectedness,base,2121662,0.2193598174624313
unexpectedness,base,2615814,0.18762611618633926
unexpectedness,base,2437832,0.25564919289847227
unexpectedness,base,41905703,0.22934133428361458
unexpectedness,base,46685281,0.1453751060254047
unexpectedness,base,36398117,0.2490845415816774
unexpectedness,base,2982191,0.20178181583085478
unexpectedness,base,11145574,0.3120208857538939
unexpectedness,base,49406873,0.22382824459970596
unexpectedness,base,48552471,0.3796515252690478
unexpectedness,base,3711549,0.2361107467362773
unexpectedness,base,7832253,0.24620480908298317
unexpectedness,base,34127429,0.25276729982428053
unexpectedness,base,37436851,0.22836967462694624
unexpectedness,base,39582106,0.187509224506465
unexpectedness,base,47265639,0.2524674267850076
unexpectedness,base,22673054,0.17544819066460948
unexpectedness,base,39676565,0.21436761050667105
unexpectedness,base,48390200,0.2355079452372314
unexpectedness,base,48487674,0.21008515309154138
unexpectedness,base,3207280,0.246021998034177
unexpectedness,base,33399286,0.27922777350426103
unexpectedness,base,17229663,0.27350458843425696
unexpectedness,base,37335911,0.251249950272461
unexpectedness,base,46936954,0.23194059967116354
unexpectedness,base,48886137,0.20572795883233494
unexpectedness,base,25474477,0.2918322337183925
unexpectedness,base,50967444,0.29073684710683784
unexpectedness,base,2657356,0.17691341338861719
unexpectedness,base,48419494,0.22029825309810463
unexpectedness,base,29176152,0.20316299371838806
unexpectedness,base,7545732,0.2809236799895335
unexpectedness,base,49706482,0.1631717266755768
unexpectedness,base,40779164,0.2771637697845135
unexpectedness,base,5364888,0.25324011985642614
unexpectedness,base,18195090,0.23868879155969625
unexpectedness,base,24253961,0.2239168248849171
unexpectedness,base,2601352,0.31513285337996694
unexpectedness,base,46553411,0.27870981725437055
unexpectedness,base,39250441,0.22805199418723432
unexpectedness,base,9080585,0.27177630546850434
unexpectedness,base,49165449,0.28424429924580685
unexpectedness,base,2008052,0.18418564111287994
unexpectedness,base,33819007,0.1878695221932009
unexpectedness,base,22413776,0.2814865127692472
unexpectedness,base,27776677,0.17648188631389752
unexpectedness,base,46460991,0.1909109419756672
unexpectedness,base,25127732,0.17577509810191064
unexpectedness,base,38804396,0.32381621797852383
unexpectedness,base,6985948,0.21617599449345642
unexpectedness,base,39515158,0.26327538871531775
unexpectedness,base,29990622,0.24781614719204645
unexpectedness,base,9550271,0.17240346581207983
unexpectedness,base,17512081,0.16550397694201305
unexpectedness,base,47954728,0.2899446464351812
unexpectedness,base,27372050,0.1939333150330378
unexpectedness,base,26450689,0.24045551627375097
unexpectedness,base,9586159,0.23704601412472287
unexpectedness,base,4558523,0.22399938065733305
unexpectedness,base,47192660,0.17868894669762558
unexpectedness,base,7817683,0.22978537674411723
unexpectedness,base,5681334,0.3340633501928135
unexpectedness,base,3634378,0.2712948562678947
unexpectedness,base,46835355,0.19365673580737008
unexpectedness,base,34205827,0.29823212483195605
unexpectedness,base,21252303,0.23772041211986664
unexpectedness,base,12861555,0.1916883174977652
unexpectedness,base,41615624,0.29823412499787016
unexpectedness,base,46040367,0.15503779543726892
unexpectedness,base,32466262,0.14638963924912404
unexpectedness,base,47870594,0.19204920197501477
unexpectedness,base,2113635,0.19601222340155383
unexpectedness,base,35450059,0.28851024053311686
unexpectedness,base,45953740,0.17996312842886886
unexpectedness,base,48240343,0.1510490565529503
unexpectedness,base,48781733,0.21120706537035228
unexpectedness,base,20753688,0.2113884629107935
unexpectedness,base,5633273,0.1524320903207021
unexpectedness,base,20535240,0.14460027045044987
unexpectedness,base,1039355,0.23784221026410401
unexpectedness,base,39901284,0.2883610385544125
unexpectedness,base,47308614,0.11441827620595234
unexpectedness,base,49426303,0.2554522133380414
unexpectedness,base,5420627,0.24749920063338124
unexpectedness,base,46137514,0.28890386585524
unexpectedness,base,4190557,0.2626012916489956
unexpectedness,base,48073476,0.25053146169165275
unexpectedness,base,5393182,0.2790485479737919
unexpectedness,base,39254756,0.2631083930458574
unexpectedness,base,28492763,0.22944100909896317
unexpectedness,base,36724269,0.21240931060939594
unexpectedness,base,47963207,0.21747133356224932
unexpectedness,base,16961802,0.27460637113841785
unexpectedness,base,38353142,0.29159529497898695
unexpectedness,base,37816968,0.21094507194529746
unexpectedness,base,45360006,0.25281895782042946
unexpectedness,base,48743011,0.24318191600711847
unexpectedness,base,21371014,0.24302671684657257
unexpectedness,base,17144925,0.26426605360496297
unexpectedness,base,47477339,0.21486298553167868
unexpectedness,base,29489577,0.27943088597496746
unexpectedness,base,46980282,0.22392470853078328
unexpectedness,base,49422141,0.29963438653037255
unexpectedness,base,46074356,0.16396694455296584
unexpectedness,base,11299577,0.23159552130497676
unexpectedness,base,37268422,0.20886027444601424
unexpectedness,base,13185247,0.28741709436210616
unexpectedness,base,47133309,0.32164107418533405
unexpectedness,base,49644033,0.2298453960548594
unexpectedness,base,49694332,0.2568686955702355
unexpectedness,base,8897499,0.23525014018894863
unexpectedness,base,42327228,0.2782602380612056
unexpectedness,base,15982962,0.26763294752263617
unexpectedness,base,28689531,0.20314043378686628
unexpectedness,base,48963281,0.22155254102563068
unexpectedness,base,36850886,0.23555515447624922
unexpectedness,base,22764842,0.17512539673315372
unexpectedness,base,46025263,0.26804034692954976
unexpectedness,base,3273965,0.23716673509539496
unexpectedness,base,4388526,0.27211259397849563
unexpectedness,base,2161926,0.24563208445350085
unexpectedness,base,46864566,0.25415728682204747
unexpectedness,base,8599751,0.2083666890488344
unexpectedness,base,48427925,0.2642350162590013
unexpectedness,base,3456803,0.31660618833874427
unexpectedness,base,48092673,0.24557424726941957
unexpectedness,base,2702142,0.16663487058099913
unexpectedness,base,49755390,0.19889712507030674
unexpectedness,base,18360064,0.3038843343006261
unexpectedness,base,6014236,0.22546422788753986
unexpectedness,base,42924697,0.1560237730333228
unexpectedness,base,49266080,0.20590903318342751
unexpectedness,base,21648169,0.2426256816379547
unexpectedness,base,14351549,0.24471590780641986
unexpectedness,base,24472817,0.19400964650785507
unexpectedness,base,30924075,0.1816392520900351
unexpectedness,base,11633482,0.16381470695035072
unexpectedness,base,48711730,0.279941160280527
unexpectedness,base,46212044,0.1655194662668039
unexpectedness,base,49147527,0.2677299471561019
unexpectedness,base,2642985,0.22174972020373432
unexpectedness,base,48704256,0.22023279184526545
unexpectedness,base,49148615,0.24481431598910153
unexpectedness,base,15592919,0.19300924698809588
unexpectedness,base,30649142,0.2865031574892694
unexpectedness,base,22093227,0.22187809954714818
unexpectedness,base,20366910,0.2700402848337547
unexpectedness,base,18712816,0.25516724016595715
unexpectedness,base,49178867,0.16332698277480542
unexpectedness,base,42537826,0.19176856728014421
unexpectedness,base,37035115,0.2287322061494933
unexpectedness,base,45756595,0.2473380210422497
unexpectedness,base,48808642,0.25879739206743757
unexpectedness,base,8374270,0.257953770267417
unexpectedness,base,31340362,0.23473412853356676
unexpectedness,base,20067438,0.26184518317092403
unexpectedness,base,49246392,0.3262800728431182
unexpectedness,base,5950141,0.28988649531611876
unexpectedness,base,49420926,0.31143813562556544
unexpectedness,base,9097519,0.2993884211958422
unexpectedness,base,35307648,0.23480210530671616
unexpectedness,base,22651679,0.253438763412666
unexpectedness,base,22419008,0.27209758299053133
unexpectedness,base,32712105,0.20623912139175982
unexpectedness,base,20970857,0.24529440192391824
unexpectedness,base,36600895,0.20316025354461023
unexpectedness,base,3924856,0.2841318555623522
unexpectedness,base,49645624,0.13189087875864355
unexpectedness,base,42881294,0.19946709391139322
unexpectedness,base,9041855,0.27859796574901136
unexpectedness,base,48691634,0.22038191332790952
unexpectedness,base,29282190,0.2512109804743512
unexpectedness,base,4512957,0.23063519616808661
unexpectedness,base,49459807,0.16072983978956004
unexpectedness,base,49615194,0.22096980639893962
unexpectedness,base,49059383,0.2680252946021512
unexpectedness,base,47641059,0.21840396628463954
unexpectedness,base,27794041,0.16304498240407242
unexpectedness,base,37091222,0.19909714600042544
unexpectedness,base,42949765,0.20203908142328475
unexpectedness,base,35197093,0.2458310838854008
unexpectedness,base,5271002,0.19542469258136524
unexpectedness,base,2499134,0.19082368227836435
unexpectedness,base,49247696,0.19640532313392262
unexpectedness,base,4710662,0.2738076369835356
unexpectedness,base,11167302,0.2161086347914393
unexpectedness,base,17635523,0.2705663456831694
unexpectedness,base,49631681,0.21061142402460567
unexpectedness,base,32787277,0.24506589030361664
unexpectedness,base,37851513,0.19792992886796137
unexpectedness,base,48498069,0.25216601834458846
unexpectedness,base,4949394,0.3280252284680329
unexpectedness,base,8884077,0.2459511816756058
unexpectedness,base,47293203,0.24627899696350894
unexpectedness,base,47453130,0.2240408106658495
unexpectedness,base,42678612,0.19769181025569174
unexpectedness,base,47572947,0.20956216531417876
unexpectedness,base,42470995,0.20788138427033515
unexpectedness,base,47246330,0.18427641795228844
unexpectedness,base,4921506,0.3041350520948881
unexpectedness,base,16277541,0.24951129383829565
unexpectedness,base,14860519,0.27630079309013417
unexpectedness,base,40783120,0.23701393722811878
unexpectedness,base,45390997,0.245310627034569
unexpectedness,base,49733736,0.22868490548942413
unexpectedness,base,26613726,0.22819220812619118
unexpectedness,base,4439656,0.21402002067739048
unexpectedness,base,49258382,0.24612594501256785
unexpectedness,base,42331178,0.15239641200361081
unexpectedness,base,46051667,0.3022319189306592
unexpectedness,base,31182598,0.23280023296255725
unexpectedness,base,5178899,0.24155805111145076
unexpectedness,base,5938730,0.2229056257455053
unexpectedness,base,2382321,0.2571208258518752
unexpectedness,base,47276796,0.22624326523698698
unexpectedness,base,48416937,0.16201718135026932
unexpectedness,base,29846400,0.2792280541969354
unexpectedness,base,45403202,0.22132009517852283
unexpectedness,base,4558116,0.25437570011391575
unexpectedness,base,10444660,0.27289516293062693
unexpectedness,base,15465347,0.23513107910852793
unexpectedness,base,48995552,0.3015487736309109
unexpectedness,base,48582849,0.26328608549112853
unexpectedness,base,5134237,0.15778121703135897
unexpectedness,base,6244767,0.19911298048526602
unexpectedness,base,7735445,0.23716282082914855
unexpectedness,base,2869778,0.22560480976578678
unexpectedness,base,3664309,0.2130966015857717
unexpectedness,base,48273342,0.23312305945265416
unexpectedness,base,49428963,0.3182896024059994
unexpectedness,base,36777831,0.1878129265919134
unexpectedness,base,49686040,0.23867780088067803
unexpectedness,base,49802285,0.26729093600109494
unexpectedness,base,29066226,0.19877037792666843
unexpectedness,base,37272028,0.21581881259085345
unexpectedness,base,21347360,0.20806736879066862
unexpectedness,base,41855721,0.25274361608281914
unexpectedness,base,48401033,0.2238638841460804
unexpectedness,base,49163260,0.31784541009585404
unexpectedness,base,49450692,0.26643751244886266
unexpectedness,base,49596026,0.21465325813780028
unexpectedness,base,36261923,0.22358335757087602
unexpectedness,base,49317624,0.28303035301476714
unexpectedness,base,49829535,0.1958267816808279
unexpectedness,base,33864119,0.20890189190813815
unexpectedness,base,46357897,0.20693668400040105
unexpectedness,base,10723948,0.22351770631706389
unexpectedness,base,19685105,0.3047683632269682
unexpectedness,base,47916213,0.1740516524977107
unexpectedness,base,22409923,0.14806889224521896
unexpectedness,base,47017937,0.24608036728141439
unexpectedness,base,9956015,0.2362490493487093
unexpectedness,base,46778448,0.1830849304080785
unexpectedness,base,21980885,0.2475836377648591
unexpectedness,base,34468834,0.1842698238073589
unexpectedness,base,49557098,0.19542243951910457
unexpectedness,base,48280223,0.29194089942811174
unexpectedness,base,10581562,0.20542183541572168
unexpectedness,base,49721248,0.26238123335161856
unexpectedness,base,49228256,0.2882051816432712
unexpectedness,base,11772349,0.21317441921676572
unexpectedness,base,4126840,0.2515855799178023
unexpectedness,base,37852641,0.27873868657437467
unexpectedness,base,41688540,0.38050270897231064
unexpectedness,base,47684734,0.20717327207979191
unexpectedness,base,6147174,0.20441866038128653
unexpectedness,base,45983980,0.2409929539214704
unexpectedness,base,46572707,0.23875455401583817
unexpectedness,base,49190567,0.18451846832415253
unexpectedness,base,23855777,0.21032729107036208
unexpectedness,base,28902248,0.16485711857484114
unexpectedness,base,22738927,0.15478210933481754
unexpectedness,base,49040086,0.1643776170114011
unexpectedness,base,8636006,0.2708020991235002
unexpectedness,base,42849958,0.2841684446380106
unexpectedness,base,49057257,0.15946988250338623
unexpectedness,base,20833173,0.16342349337453663
unexpectedness,base,5870567,0.18674431163177743
unexpectedness,base,14686317,0.276563604233931
unexpectedness,base,48514401,0.2726236092917261
unexpectedness,base,3558107,0.19083364082456325
unexpectedness,base,49306923,0.22805952675573216
unexpectedness,base,17978944,0.24865357382791575
unexpectedness,base,37581444,0.18963651203646748
unexpectedness,base,7382171,0.17489281369567516
unexpectedness,base,47883453,0.2407660834594604
unexpectedness,base,49512438,0.2808945949519254
unexpectedness,base,8796722,0.27041607568025255
unexpectedness,base,16093305,0.1546074324936631
unexpectedness,base,3135595,0.2640531298204684
unexpectedness,base,47495772,0.22903767502541203
unexpectedness,base,48162807,0.12630552553133653
unexpectedness,base,8837193,0.29882829634704816
unexpectedness,base,3658822,0.2974002961516114
unexpectedness,base,22235203,0.31591554534111876
unexpectedness,base,4672791,0.22822926822044767
unexpectedness,base,26683251,0.17324325058718182
unexpectedness,base,47914176,0.17644193602852556
unexpectedness,base,12149350,0.20299215117088876
unexpectedness,base,22277707,0.18701166301863706
unexpectedness,base,5655380,0.24533063328350613
unexpectedness,base,26283305,0.2061535676617784
unexpectedness,base,11044097,0.2662706086842638
unexpectedness,base,36924713,0.2446286032401156
unexpectedness,base,48497919,0.24645197822474196
unexpectedness,base,47581263,0.17310420843070848
unexpectedness,base,14701601,0.2450742188339072
unexpectedness,base,2551734,0.21449027375536045
unexpectedness,base,4610103,0.2365610622221801
unexpectedness,base,35559342,0.3066457950551264
unexpectedness,base,48842681,0.2823662042042706
unexpectedness,base,49689846,0.1787989786457251
unexpectedness,base,35410151,0.2506969772518696
unexpectedness,base,5096259,0.26917184718741655
unexpectedness,base,31974394,0.23499262156426276
unexpectedness,base,6649755,0.2295293471708056
unexpectedness,base,3477559,0.23545579941960573
unexpectedness,base,49127341,0.2646732636803602
unexpectedness,base,48418812,0.24866941865560088
unexpectedness,base,42560192,0.19866418709626593
unexpectedness,base,37663034,0.28311566153548146
unexpectedness,base,34213729,0.18660712114051592
unexpectedness,base,10030747,0.2970797242305944
unexpectedness,base,13523188,0.3235357615262061
unexpectedness,base,10545904,0.21891227279265735
unexpectedness,base,29067776,0.23564864836137378
unexpectedness,base,20965023,0.20133594281832898
unexpectedness,base,26745411,0.290603572995087
unexpectedness,base,33871430,0.2428141233164401
unexpectedness,base,38844524,0.2955838061275084
unexpectedness,base,48119335,0.26033467265907045
unexpectedness,base,6837531,0.27677059367465684
unexpectedness,base,24326052,0.2669641100460138
unexpectedness,base,21022326,0.18419715737391362
unexpectedness,base,28829948,0.23862546972929993
unexpectedness,base,3688491,0.14929772800097485
unexpectedness,base,46026467,0.16454010566814892
unexpectedness,base,4931051,0.2643367591858335
unexpectedness,base,3735818,0.2749204562353867
unexpectedness,base,3757905,0.26526273252749827
unexpectedness,base,46636480,0.279755212277815
unexpectedness,base,49427521,0.2160848778344585
unexpectedness,base,49828294,0.23216245624224394
unexpectedness,base,38831982,0.248611940438563
unexpectedness,base,39306705,0.27195034599035445
unexpectedness,base,49689439,0.33581504471161405
unexpectedness,base,3778928,0.2446346996734599
unexpectedness,base,20131065,0.3100874749364048
unexpectedness,base,15898384,0.24480357904886102
unexpectedness,base,39231678,0.27308125996387267
unexpectedness,base,4936122,0.1978556563404269
unexpectedness,base,9726776,0.22935295184333537
unexpectedness,base,20677168,0.2933087530035093
unexpectedness,base,49513335,0.17915387095532506
unexpectedness,base,5844054,0.23511828047524505
unexpectedness,base,47310598,0.18595209319450112
unexpectedness,base,8299021,0.23405717856450867
unexpectedness,base,45190347,0.21732342718050499
unexpectedness,base,49881298,0.21223249460632063
unexpectedness,base,49131628,0.17984932006671697
unexpectedness,base,39343626,0.23815795957595118
unexpectedness,base,48378782,0.16544061171598895
unexpectedness,base,7353409,0.2512681624417305
unexpectedness,base,47620696,0.16738472398697685
unexpectedness,base,45344138,0.19342439153497332
unexpectedness,base,49839384,0.2079731475249976
unexpectedness,base,5231297,0.2533990134179686
unexpectedness,base,9047473,0.29327094241129115
unexpectedness,base,46282613,0.1739185975869298
unexpectedness,base,25260720,0.2685905859077604
unexpectedness,base,3611065,0.24623871373285508
unexpectedness,base,38392702,0.2520640303410336
unexpectedness,base,33086587,0.27347193392694535
unexpectedness,base,28990495,0.24030918092778583
unexpectedness,base,6933605,0.22144329982514493
unexpectedness,base,37461999,0.18668006691463848
unexpectedness,base,49017720,0.27391428245723454
unexpectedness,base,24046870,0.24469343614493538
unexpectedness,base,20831656,0.2594537557479714
unexpectedness,base,25853501,0.22613386669868102
unexpectedness,base,48615188,0.2939060631778625
unexpectedness,base,38330588,0.2080659117205992
unexpectedness,base,47622979,0.28791504860313644
unexpectedness,base,49646916,0.19294942934523118
unexpectedness,base,13333813,0.24118865895258107
unexpectedness,base,11665597,0.24445202231457264
unexpectedness,base,15165997,0.19367215961932385
unexpectedness,base,32368806,0.22823776272219648
unexpectedness,base,49859393,0.24242682566918114
unexpectedness,base,9679179,0.1670103836546479
unexpectedness,base,48153397,0.25961718745400586
unexpectedness,base,46806947,0.20413563312282507
unexpectedness,base,5827198,0.27549906275943997
unexpectedness,base,36038310,0.24163479288155312
unexpectedness,base,49721044,0.18769925635387702
unexpectedness,base,37436514,0.20397545654930868
unexpectedness,base,14102582,0.2619278500204944
unexpectedness,base,11362235,0.21553398942726668
unexpectedness,base,33152628,0.19946737288496127
unexpectedness,base,46832488,0.19308537309081697
unexpectedness,base,23703379,0.18297174596222518
unexpectedness,base,26822750,0.24452988753931976
unexpectedness,base,46307871,0.25122292861863227
unexpectedness,base,49355995,0.24347195194524868
unexpectedness,base,19332851,0.2946842982090744
unexpectedness,base,15388830,0.21322727560646557
unexpectedness,base,29974465,0.20855812232407978
unexpectedness,base,10190104,0.30309520375210425
unexpectedness,base,49981664,0.22790930656807243
unexpectedness,base,40184483,0.2835300791389245
unexpectedness,base,22299179,0.18449531679467
unexpectedness,base,2534123,0.26055792828711893
unexpectedness,base,42515303,0.2847881973010416
unexpectedness,base,42976851,0.26159149920458463
unexpectedness,base,7317526,0.20499740516405351
unexpectedness,base,24970166,0.21683044791841943
unexpectedness,base,36096465,0.2643710445828495
unexpectedness,base,19509432,0.22399327096289479
unexpectedness,base,37779628,0.26797846998895997
unexpectedness,base,46256235,0.2933677109490581
unexpectedness,base,49197427,0.23267821163303612
unexpectedness,base,48711841,0.2896762306341964
unexpectedness,base,8173048,0.2761862186775689
unexpectedness,base,10023481,0.2776249676081509
unexpectedness,base,38356652,0.3206483208099485
unexpectedness,base,34086850,0.2252820914011886
unexpectedness,base,49575044,0.19145217530793626
unexpectedness,base,48786458,0.1542765192630783
unexpectedness,base,27826642,0.28321053987768385
unexpectedness,base,10668952,0.2388509755293175
unexpectedness,base,42175278,0.16962791517114006
unexpectedness,base,3794921,0.3003844281839957
unexpectedness,base,14457332,0.2933166207039939
unexpectedness,base,47816753,0.1746594436837664
unexpectedness,base,46236388,0.21002900102251634
unexpectedness,base,42118404,0.17151232243362372
unexpectedness,base,17818667,0.25196541519366344
unexpectedness,base,8102027,0.22879559748006292
unexpectedness,base,11181631,0.24907301132536622
unexpectedness,base,38161407,0.2870544865384437
unexpectedness,base,6029934,0.22666413368503696
unexpectedness,base,47651504,0.17024810962854992
unexpectedness,base,48255118,0.2026498101368212
unexpectedness,base,7582674,0.29367167865030913
unexpectedness,base,9465158,0.1981006430330626
unexpectedness,base,22561330,0.28056227156838104
unexpectedness,base,2359662,0.2711655970568174
unexpectedness,base,49381674,0.19671151442806067
